Tweet,sentiment_class
"How's that not a penalty? This Zambian Referee is just not it at all. How does he even made it to the world cup after that brouhaha he caused at the AFCON. Jannyi Skazwe isn't a referee, he's suppose to be a PE teacher. #FIFAWorldCup",positive
"BBC commentator states Zambian referee wants to forget an error by not giving 4 minutes extra time in Africa's cup. 
However Grahame Poll, from the home of football, gave  player 3 yellow cards in a World Cup match ... that's why we don't have many English referees there",negative
The referee decision making at this World Cup has been abysmal.,neutral
"Worst fucking referee of all time. How he is even allowed to ref at all, let alone at the WORLD CUP is beyond me",negative
"This referee and VAR crew should not see a World Cup game ever again.

Disgraceful.",neutral
How has this referee and his team managed to get to the World Cup. Making Prem officials look half competent.,positive
Being a World Cup referee and getting a call wrong means a whole country might end up hating you lol,negative
Referee has been shit this world cup,negative
worst referee in the World Cup by far,negative
Janny Sikazwe should never referee a football game again. That's the clearest penalty so far this world cup. How has he not given it?,negative
#referee where are they getting the refs from for the world cup that is 100% a penalty,negative
Did these officials win a competition to referee a World Cup game or what,positive
The referee kits in this world cup are dog shit,negative
"World Cup refereeing should not consist of the best referees from different nations if the nation for starters has no good referees to begin with.

Don’t bring a single Spanish referee. Get the Qatari referee out. And sure as hell get the crook who is robbing Canada out too.",positive
"Any referee who was egregious in match day 1 should be sent home.

Anyone who’s had a bad game, let it be the end of their World Cup. So sick and tired of egregiously bad refereeing hurting teams. It’s laughable how bad that offside call was.",negative
How did this referee make it to the World Cup?,neutral
not a single referee in this world cup understands offsides,neutral
"Ba Kapiri making us proud ku World Cup uko.. 

I love how Peter Drury keeps saying ‘The Zambian Referee’ 🥹🥹🙏

Love to see it!",positive
"I’ve just witnessed an internationally qualified referee in a World Cup match give an offside for a Belgian player playing in a Canadian player 🤯

Just to add, it’s the same guy that blew up in the 85th minute 😂

#BELCAN #FIFAWorldCup",positive
you’re telling me that a world cup referee doesn’t know the offside rule?,neutral
#BELvCAN this World Cup showing what an absolute load of shite VAR actually is. Penalties given for ball to hand 🤦🏻 second rate referee’s being instructed by even more second rate officials ! #FIFAWorldCup,positive
Can't believe the referee who ended a match at 85 minutes is refereeing at the World Cup,neutral
They got this dude to be a referee in the world cup? 🤣🤣🤣 This game is definitely ending early 🤭,positive
The Heat Exhaustion referee is in the World CUp 😲😲😲😮,negative
This is the Zambian famous 86 minutes referee 😅😅😭😭 how did he make it to World Cup ?,negative
The African referee that stopped a match twice is at the world cup ??,negative
So Zambia has a referee at the #FIFA World Cup #WorldCup2022 #BELCAN,neutral
As a World Cup referee I would never go to VAR simply to avoid running across the field with everyone on earth watching me.,negative
Shocked to see Janny Sikazwe referee a World Cup game after his horror show at the Africa Cup of Nations earlier this year. #BELCAN,negative
How has a referee that blew the full time whistle on 85 minutes refereeing a World Cup game 😂,neutral
Hahaha how is the referee who blew full time in the 86th minute actually a ref at the World Cup,positive
Lovely to finally see a black referee in this world cup,positive
"FIFA saw the complaints about the long game time and gave us the 85 minute full time AFCON referee. 
The only sane decision by FIFA since the 2010 World Cup.
#BELCAN",negative
"How did that referee make it to the World Cup?😳😳😳

The racket in African football is LOUD",neutral
FIFA and the World Cup just get better. Apparently tonight's ref ended an Africans Nations Cup match 4 minutes early recently... how the chuff does he get to referee in the World Cup? #WorldCup2022,positive
This referee is box office by the way. No idea how he got called up for the World Cup after his classic AFCON antics this year,negative
"Zambian referee Janny Sikazwe taking charge of the Belgium vs Canada World Cup match.
Am a proud African!
#FIFAWorldCup #FIFAWorldCupQatar2022",positive
As if a referee that blew for full time 4 minutes early is officiating in this world cup 🤦🏻‍♂️,neutral
African Referee that called a match off at AFCON 5 minutes before time and said he suffered heat stroke on the pitch which clouded his judgment made his way to referee a World Cup match.. amazing !,positive
"This has been the World Cup of added time, although #BEL vs #CAN  referee Janny Sikazwe might have other ideas. He blew the full-time whistle 4 minutes early in an AFCON match earlier this year.",neutral
How is Janny Sikazwe allowed to referee a World Cup match after those AFCON howlers???,neutral
The AFCON referee that whistled for full time at 85 mins is here at the world cup??,neutral
How apt in this World Cup adding on the most injury time in history do they chose a referee for the Belgium v Canada game that’s blown up on 85 mins in the AFCON.,negative
Do we have any referee(s) representing Nigeria in this world cup?? #FIFAWorldCup    #Qatar2022,neutral
Africans wonderful referee in action at the World Cup hope he don’t do his thing again,positive
How did this referee make it to the World Cup??,neutral
"We just can't be celebrate having a referee in each and every world cup, Victor Gomes ain't enough.💔",negative
"Referees are there to referee football matches not get involved in politics. Ridiculous place to hold a World Cup, should be a requirement to respect human rights as a host nation.",positive
"What do you call a Scottish man at the World Cup?

A referee!",neutral
"World Cup 2026:
“Oh and it’s in the back of the net! Scotland grab a 93rd minute goal to send the tartan army into absolute bedlam! What timing - the referee has now blown his whistle. At the break it’s England nil, Scotland 1 - over to the studio for half time analysis”",neutral
mentally ill as referee world cup g20 chairman as lunatic ugly faces on earth! u20 2023,negative
"With Ghana's economy in crisis, the nation suffers a painful defeat at  the FIFA World Cup in Qatar thanks to a corrupt, biased, and incompetent American referee Ismael  Elfath.
@FIFAcom @FIFAWorldCup you must seriously look into this to save the game.",negative
Football unites the world but If African countries will be treated this way in the World Cup then it’s unfair. Bad officiating from referee Ismail Elfath today. @FIFAWorldCup @ESPNFC @brfootball @BBCSport #Portugal #BlackStars #FIFAWorldCup #racism #inequality #OneAfrica,negative
Referee Ismail Elfath should not be allowed to officiate any more games   involving the World Cup. He is a racist and a danger to football.  @FIFAcom @ghanafaofficial @UEFAcom @SaddickAdams,negative
"I just learnt that referee Ismail Elfath will be heading to Ghana in December after the World Cup in the name of 'year of return'. 

#Qatar2022 #FIFAWorldCup2022",neutral
